rn_number,permit_number,publish_date,relative_file_location
RN100740638,21050,5-2-2003,data/MAERT/RN100740638_21050_5-2-2003_1711178517.pdf
RN102501020,4831,6-7-2007,data/MAERT/RN102501020_4831_6-7-2007_1713502489.pdf
RN100564210,72199,11-3-2008,data/MAERT/RN100564210_72199_11-3-2008_1713042923.pdf
RN100218080,19841,3-29-2007,data/MAERT/RN100218080_19841_3-29-2007_1713314319.pdf
RN100544659,37807,3-22-2013,data/MAERT/RN100544659_37807_3-22-2013_1712061033.pdf
RN100542901,21587,1-30-2012,data/MAERT/RN100542901_21587_1-30-2012_1711947430.pdf
RN100640408,214A,10-31-2003,data/MAERT/RN100640408_214A_10-31-2003_1713256258.pdf
RN100211879,3216,1-26-2022,data/MAERT/RN100211879_3216_1-26-2022_1712634818.pdf
RN101520989,2085,9-16-2004,data/MAERT/RN101520989_2085_9-16-2004_1712094127.pdf
RN102555166,3119A,3-3-2006,data/MAERT/RN102555166_3119A_3-3-2006_1712591644.pdf
RN100214576,20686,6-29-2001,data/MAERT/RN100214576_20686_6-29-2001_1711927960.pdf
RN101700995,21118,12-14-1992,data/MAERT/RN101700995_21118_12-14-1992_1712758000.pdf
RN104356597,55446,10-8-2003,data/MAERT/RN104356597_55446_10-8-2003_1712997616.pdf
RN103025763,54109,10-12-2003,data/MAERT/RN103025763_54109_10-12-2003_1713382604.pdf
RN100634922,978B,9-30-2004,data/MAERT/RN100634922_978B_9-30-2004_1712551586.pdf
RN100218940,73287,12-13-2005,data/MAERT/RN100218940_73287_12-13-2005_1712637750.pdf
RN102835071,50699L001,6-25-2007,data/MAERT/RN102835071_50699L001_6-25-2007_1713988323.pdf
RN101867554,5611,7-28-2000,data/MAERT/RN101867554_5611_7-28-2000_1711194002.pdf
RN102985090,22533,6-23-2004,data/MAERT/RN102985090_22533_6-23-2004_1713393451.pdf
RN100223569,26131,4-15-2016,data/MAERT/RN100223569_26131_4-15-2016_1712613018.pdf
RN102514791,42175,12-30-2010,data/MAERT/RN102514791_42175_12-30-2010_1712553101.pdf
RN100219351,2468,8-2-2010,data/MAERT/RN100219351_2468_8-2-2010_1713710229.pdf
RN100219955,73394,12-2-2011,data/MAERT/RN100219955_73394_12-2-2011_1712757472.pdf
RN101955391,24889,4-25-2017,data/MAERT/RN101955391_24889_4-25-2017_1713193883.pdf
RN100226638,45586,2-20-2009,data/MAERT/RN100226638_45586_2-20-2009_1711191830.pdf
RN102198058,5112B,3-23-1996,data/MAERT/RN102198058_5112B_3-23-1996_1713140507.pdf
RN102539004,74785,9-21-2017,data/MAERT/RN102539004_74785_9-21-2017_1712885180.pdf
RN103896395,7084,10-21-2020,data/MAERT/RN103896395_7084_10-21-2020_1712435950.pdf
RN100209451,132678,7-24-2015,data/MAERT/RN100209451_132678_7-24-2015_1712672499.pdf
RN100220078,17457,4-11-2003,data/MAERT/RN100220078_17457_4-11-2003_1711888169.pdf
RN102920725,52706,4-3-2013,data/MAERT/RN102920725_52706_4-3-2013_1711172796.pdf
RN100640408,214A,10-31-2007,data/MAERT/RN100640408_214A_10-31-2007_1713256211.pdf
RN102192697,20626,6-5-1997,data/MAERT/RN102192697_20626_6-5-1997_1713081058.pdf
RN101618882,4005,4-30-2008,data/MAERT/RN101618882_4005_4-30-2008_1713933878.pdf
RN100218973,128752,12-2-2016,data/MAERT/RN100218973_128752_12-2-2016_1711191881.pdf
RN100219203,807,10-28-2022,data/MAERT/RN100219203_807_10-28-2022_1711355644.pdf
RN101559235,45417,12-9-2004,data/MAERT/RN101559235_45417_12-9-2004_1711368154.pdf
RN105416630,141488,2-3-2017,data/MAERT/RN105416630_141488_2-3-2017_1712339929.pdf
RN102298627,56549,12-14-2012,data/MAERT/RN102298627_56549_12-14-2012_1712979051.pdf
RN100219435,3384,10-28-2005,data/MAERT/RN100219435_3384_10-28-2005_1712368170.pdf
RN100826809,PSDTX837,5-2-1994,data/MAERT/RN100826809_PSDTX837_5-2-1994_1712462396.pdf
RN100242973,18495,4-27-2012,data/MAERT/RN100242973_18495_4-27-2012_1713766176.pdf
RN102383775,9452,6-20-2002,data/MAERT/RN102383775_9452_6-20-2002_1711243384.pdf
RN102195732,5809A,9-4-1997,data/MAERT/RN102195732_5809A_9-4-1997_1711247920.pdf
RN102169505,55711,3-22-2012,data/MAERT/RN102169505_55711_3-22-2012_1711186609.pdf
RN100220847,5918B,11-6-1996,data/MAERT/RN100220847_5918B_11-6-1996_1713007588.pdf
RN100831759,39008,7-19-2002,data/MAERT/RN100831759_39008_7-19-2002_1713867616.pdf
RN102706124,23567,6-20-1994,data/MAERT/RN102706124_23567_6-20-1994_1712984782.pdf
RN100214642,25301,1-19-2005,data/MAERT/RN100214642_25301_1-19-2005_1712663017.pdf
RN102170081,30097,3-4-1996,data/MAERT/RN102170081_30097_3-4-1996_1712021423.pdf
RN110013307,154404,7-13-2023,data/MAERT/RN110013307_154404_7-13-2023_1712083525.pdf
RN100754779,23890,4-8-2004,data/MAERT/RN100754779_23890_4-8-2004_1713097730.pdf
RN100221589,22049,6-22-1994,data/MAERT/RN100221589_22049_6-22-1994_1712630918.pdf
RN101302479,75113,12-13-2012,data/MAERT/RN101302479_75113_12-13-2012_1713195305.pdf
RN102776994,699,2-26-1997,data/MAERT/RN102776994_699_2-26-1997_1711369155.pdf
RN102649399,1498,5-17-1996,data/MAERT/RN102649399_1498_5-17-1996_1712015201.pdf
RN104752621,90722,2-28-2013,data/MAERT/RN104752621_90722_2-28-2013_1712099675.pdf
RN102564002,689,3-24-2005,data/MAERT/RN102564002_689_3-24-2005_1712883648.pdf
RN100215615,19394,12-29-2023,data/MAERT/RN100215615_19394_12-29-2023_1713751988.pdf
RN104992672,92780,2-25-2013,data/MAERT/RN104992672_92780_2-25-2013_1711926326.pdf
RN102318847,48455,4-25-2011,data/MAERT/RN102318847_48455_4-25-2011_1712035531.pdf
RN101464048,21146,9-16-1994,data/MAERT/RN101464048_21146_9-16-1994_1711967872.pdf
RN101955060,45325,1-31-2013,data/MAERT/RN101955060_45325_1-31-2013_1713075612.pdf
RN102176112,24746,7-20-1994,data/MAERT/RN102176112_24746_7-20-1994_1713394031.pdf
RN100214949,50595,9-13-2022,data/MAERT/RN100214949_50595_9-13-2022_1711175211.pdf
RN100754779,23890,12-5-1995,data/MAERT/RN100754779_23890_12-5-1995_1713097778.pdf
RN101986768,51593L007,7-21-2003,data/MAERT/RN101986768_51593L007_7-21-2003_1713141323.pdf
RN105369805,94811,1-18-2012,data/MAERT/RN105369805_94811_1-18-2012_1713130252.pdf
RN102033891,21394,4-6-1994,data/MAERT/RN102033891_21394_4-6-1994_1711882041.pdf
RN102166758,37806,8-23-2019,data/MAERT/RN102166758_37806_8-23-2019_1713833812.pdf
RN100214824,72763,7-2-2013,data/MAERT/RN100214824_72763_7-2-2013_1712245705.pdf
RN102208642,22436,8-31-1994,data/MAERT/RN102208642_22436_8-31-1994_1712878438.pdf
RN102191384,54341L002,1-31-2013,data/MAERT/RN102191384_54341L002_1-31-2013_1712954377.pdf
RN100224849,3080,4-23-1995,data/MAERT/RN100224849_3080_4-23-1995_1712454747.pdf
RN102523180,1877,12-23-1996,data/MAERT/RN102523180_1877_12-23-1996_1712593014.pdf
RN101434090,2808,5-8-2006,data/MAERT/RN101434090_2808_5-8-2006_1713493039.pdf
RN100763895,54295,10-18-2023,data/MAERT/RN100763895_54295_10-18-2023_1712070508.pdf
RN102041282,771A,6-14-2000,data/MAERT/RN102041282_771A_6-14-2000_1711944960.pdf
RN100224674,3855B,3-1-2000,data/MAERT/RN100224674_3855B_3-1-2000_1711946725.pdf
RN100872977,24711,7-5-2006,data/MAERT/RN100872977_24711_7-5-2006_1713709334.pdf
RN100215268,7171,4-23-1996,data/MAERT/RN100215268_7171_4-23-1996_1712978113.pdf
RN101976850,20094,11-15-2012,data/MAERT/RN101976850_20094_11-15-2012_1711927666.pdf
RN100720812,2418,5-2-1994,data/MAERT/RN100720812_2418_5-2-1994_1712435979.pdf
RN102446457,7436,6-11-2004,data/MAERT/RN102446457_7436_6-11-2004_1713325158.pdf
RN103133898,73397,8-31-2005,data/MAERT/RN103133898_73397_8-31-2005_1712627768.pdf
RN100542612,34137,8-28-1997,data/MAERT/RN100542612_34137_8-28-1997_1712305231.pdf
RN102312105,93577,2-7-2013,data/MAERT/RN102312105_93577_2-7-2013_1711172672.pdf
RN100929140,82298,5-17-2021,data/MAERT/RN100929140_82298_5-17-2021_1713312113.pdf
RN108296617,161554,7-21-2021,data/MAERT/RN108296617_161554_7-21-2021_1713047272.pdf
RN103138731,55815,1-21-2004,data/MAERT/RN103138731_55815_1-21-2004_1713711221.pdf
RN100223312,PSDTX839,11-30-1994,data/MAERT/RN100223312_PSDTX839_11-30-1994_1712070580.pdf
RN100225739,28340,12-19-2012,data/MAERT/RN100225739_28340_12-19-2012_1712004614.pdf
RN100219229,7727,6-16-1997,data/MAERT/RN100219229_7727_6-16-1997_1712317426.pdf
RN100218973,19201,10-13-2022,data/MAERT/RN100218973_19201_10-13-2022_1711192021.pdf
RN100542844,3186,4-27-1998,data/MAERT/RN100542844_3186_4-27-1998_1712043019.pdf
RN105761456,91839,8-14-2012,data/MAERT/RN105761456_91839_8-14-2012_1713053617.pdf
RN100634922,3715A,2-28-2000,data/MAERT/RN100634922_3715A_2-28-2000_1712551550.pdf
RN103756821,55714L001,4-28-2014,data/MAERT/RN103756821_55714L001_4-28-2014_1713845035.pdf
RN100222041,37283,8-8-2003,data/MAERT/RN100222041_37283_8-8-2003_1712431767.pdf
RN100225689,8199A,6-6-2011,data/MAERT/RN100225689_8199A_6-6-2011_1712058018.pdf
RN100732312,3419,4-13-2000,data/MAERT/RN100732312_3419_4-13-2000_1713256034.pdf
RN102590791,4080,7-19-2004,data/MAERT/RN102590791_4080_7-19-2004_1711181684.pdf
RN100226398,21939,10-4-1994,data/MAERT/RN100226398_21939_10-4-1994_1713498313.pdf
RN100225945,100787,1-11-2013,data/MAERT/RN100225945_100787_1-11-2013_1713230475.pdf
RN101625721,17276,12-1-2023,data/MAERT/RN101625721_17276_12-1-2023_1712117782.pdf
RN100224609,70A,1-10-2000,data/MAERT/RN100224609_70A_1-10-2000_1712225889.pdf
RN101988608,21928,4-29-1994,data/MAERT/RN101988608_21928_4-29-1994_1713427308.pdf
RN100219856,8434,9-14-2021,data/MAERT/RN100219856_8434_9-14-2021_1712097074.pdf
RN100830702,48196,6-4-2004,data/MAERT/RN100830702_48196_6-4-2004_1713173950.pdf
RN106027766,93981,12-9-2010,data/MAERT/RN106027766_93981_12-9-2010_1713095273.pdf
RN100781483,9852,12-22-1994,data/MAERT/RN100781483_9852_12-22-1994_1713311354.pdf
RN102437274,20618,6-24-2003,data/MAERT/RN102437274_20618_6-24-2003_1711839499.pdf
RN100217223,6178,2-28-1996,data/MAERT/RN100217223_6178_2-28-1996_1713036743.pdf
RN100215862,31266,5-28-2004,data/MAERT/RN100215862_31266_5-28-2004_1713267442.pdf
RN101901338,38239,5-17-2004,data/MAERT/RN101901338_38239_5-17-2004_1712126056.pdf
RN102420114,8486,9-29-1995,data/MAERT/RN102420114_8486_9-29-1995_1711330425.pdf
RN102523107,9395,5-26-2009,data/MAERT/RN102523107_9395_5-26-2009_1712533082.pdf
RN102336906,302,6-16-2014,data/MAERT/RN102336906_302_6-16-2014_1713377552.pdf
RN102933785,24998,8-16-1994,data/MAERT/RN102933785_24998_8-16-1994_1711833337.pdf
RN102535796,79149,11-13-2006,data/MAERT/RN102535796_79149_11-13-2006_1712056662.pdf
RN100214444,39280,2-21-2012,data/MAERT/RN100214444_39280_2-21-2012_1713139916.pdf
RN100212166,20600,2-14-2014,data/MAERT/RN100212166_20600_2-14-2014_1712986487.pdf
RN100227016,154884,6-19-2019,data/MAERT/RN100227016_154884_6-19-2019_1712529365.pdf
RN100214428,9654A,6-25-2002,data/MAERT/RN100214428_9654A_6-25-2002_1713911933.pdf
RN100223205,29010,10-20-2008,data/MAERT/RN100223205_29010_10-20-2008_1712632844.pdf
RN100218767,1677,4-23-1998,data/MAERT/RN100218767_1677_4-23-1998_1713931734.pdf
RN102163896,6428,5-2-2006,data/MAERT/RN102163896_6428_5-2-2006_1711119207.pdf
RN105716179,6931,6-30-2008,data/MAERT/RN105716179_6931_6-30-2008_1714067013.pdf
RN100221324,2113,5-13-1997,data/MAERT/RN100221324_2113_5-13-1997_1712430587.pdf
RN105364004,83540L001,4-8-2008,data/MAERT/RN105364004_83540L001_4-8-2008_1711836789.pdf
RN111040929,166742,2-15-2022,data/MAERT/RN111040929_166742_2-15-2022_1711109493.pdf
RN100211663,21655,6-19-1995,data/MAERT/RN100211663_21655_6-19-1995_1712594180.pdf
RN100214568,33646,12-11-2014,data/MAERT/RN100214568_33646_12-11-2014_1713008230.pdf
RN102887064,74529,3-24-2005,data/MAERT/RN102887064_74529_3-24-2005_1713856386.pdf
RN100542844,3186,8-31-2004,data/MAERT/RN100542844_3186_8-31-2004_1712043014.pdf
RN100218973,140763,10-13-2022,data/MAERT/RN100218973_140763_10-13-2022_1711191890.pdf
RN102567039,32611,2-27-1997,data/MAERT/RN102567039_32611_2-27-1997_1712055513.pdf
RN100575257,18616,8-27-2004,data/MAERT/RN100575257_18616_8-27-2004_1713113240.pdf
RN100542711,1302,3-16-2004,data/MAERT/RN100542711_1302_3-16-2004_1713752431.pdf
RN102163896,6428,5-20-2016,data/MAERT/RN102163896_6428_5-20-2016_1711119210.pdf
RN102871134,3383,10-8-1993,data/MAERT/RN102871134_3383_10-8-1993_1712810747.pdf
RN103760880,73150,6-8-2012,data/MAERT/RN103760880_73150_6-8-2012_1712558291.pdf
RN103000204,54066,7-15-2013,data/MAERT/RN103000204_54066_7-15-2013_1714071414.pdf
RN100214410,73361,8-13-2007,data/MAERT/RN100214410_73361_8-13-2007_1712993076.pdf
RN100221472,4612,12-16-1993,data/MAERT/RN100221472_4612_12-16-1993_1713129319.pdf
RN110383502,151736,11-9-2018,data/MAERT/RN110383502_151736_11-9-2018_1714032649.pdf
RN102170628,51603L001,9-27-2002,data/MAERT/RN102170628_51603L001_9-27-2002_1712700985.pdf
RN100542802,20180,8-12-1994,data/MAERT/RN100542802_20180_8-12-1994_1713907193.pdf
RN100224120,8680,5-23-2011,data/MAERT/RN100224120_8680_5-23-2011_1713312833.pdf
RN100886886,24019,1-10-2005,data/MAERT/RN100886886_24019_1-10-2005_1713069845.pdf
RN100218130,20363,8-12-1994,data/MAERT/RN100218130_20363_8-12-1994_1711887149.pdf
RN100213628,20418,8-10-1994,data/MAERT/RN100213628_20418_8-10-1994_1712994013.pdf
RN102506391,22458,8-3-1993,data/MAERT/RN102506391_22458_8-3-1993_1712719078.pdf
RN100219211,40782,11-23-1999,data/MAERT/RN100219211_40782_11-23-1999_1712528045.pdf
RN102495884,9868A,8-10-1998,data/MAERT/RN102495884_9868A_8-10-1998_1713216248.pdf
RN102520988,25626,9-1-2004,data/MAERT/RN102520988_25626_9-1-2004_1712235361.pdf
RN105536635,168205,12-13-2022,data/MAERT/RN105536635_168205_12-13-2022_1713062404.pdf
RN100224534,6030,2-29-2012,data/MAERT/RN100224534_6030_2-29-2012_1713866567.pdf
RN100640283,74398,9-13-2021,data/MAERT/RN100640283_74398_9-13-2021_1712671071.pdf
RN100697796,22878,1-7-1994,data/MAERT/RN100697796_22878_1-7-1994_1713025989.pdf
RN100209931,2035A,8-29-2003,data/MAERT/RN100209931_2035A_8-29-2003_1714027349.pdf
RN100219336,7538A,6-14-2018,data/MAERT/RN100219336_7538A_6-14-2018_1713833397.pdf
RN111050555,173276,2-21-2024,data/MAERT/RN111050555_173276_2-21-2024_1711945434.pdf
RN101059673,19079,7-1-2005,data/MAERT/RN101059673_19079_7-1-2005_1711267272.pdf
RN105776306,89957L001,2-13-2013,data/MAERT/RN105776306_89957L001_2-13-2013_1711185930.pdf
RN100250133,2646,1-8-2004,data/MAERT/RN100250133_2646_1-8-2004_1713942639.pdf
RN102414232,5835A,7-7-2009,data/MAERT/RN102414232_5835A_7-7-2009_1711945581.pdf
RN101953776,28544,5-23-1995,data/MAERT/RN101953776_28544_5-23-1995_1712125930.pdf
RN109018028,138547,10-16-2023,data/MAERT/RN109018028_138547_10-16-2023_1711367254.pdf
RN102962750,6209,7-23-1993,data/MAERT/RN102962750_6209_7-23-1993_1713268376.pdf
RN100211663,2937,9-10-2010,data/MAERT/RN100211663_2937_9-10-2010_1712594301.pdf
RN102144284,50466,11-2-2002,data/MAERT/RN102144284_50466_11-2-2002_1712682029.pdf
RN101970770,2872,12-21-2005,data/MAERT/RN101970770_2872_12-21-2005_1712979749.pdf
RN102578614,76723,10-20-2005,data/MAERT/RN102578614_76723_10-20-2005_1712530294.pdf
RN100211663,9344,6-20-2002,data/MAERT/RN100211663_9344_6-20-2002_1712594673.pdf
RN100211663,275,10-27-1998,data/MAERT/RN100211663_275_10-27-1998_1712594240.pdf
RN100212943,1073,7-14-2006,data/MAERT/RN100212943_1073_7-14-2006_1712814736.pdf
RN100227016,4056,12-18-2002,data/MAERT/RN100227016_4056_12-18-2002_1712529953.pdf
RN105138721,7695,11-16-2020,data/MAERT/RN105138721_7695_11-16-2020_1711925741.pdf
RN104903521,78156L001,7-28-2006,data/MAERT/RN104903521_78156L001_7-28-2006_1713939668.pdf
RN100224815,5171,7-1-2014,data/MAERT/RN100224815_5171_7-1-2014_1712433990.pdf
RN108406729,133051,6-28-2019,data/MAERT/RN108406729_133051_6-28-2019_1713795404.pdf
RN101972271,34973,9-15-1997,data/MAERT/RN101972271_34973_9-15-1997_1711903782.pdf
RN102555166,2708A,9-1-1995,data/MAERT/RN102555166_2708A_9-1-1995_1712591552.pdf
RN100211879,21262,10-2-1995,data/MAERT/RN100211879_21262_10-2-1995_1712633814.pdf
RN100716661,56389,6-20-2011,data/MAERT/RN100716661_56389_6-20-2011_1712433241.pdf
RN100226000,36726,9-22-2009,data/MAERT/RN100226000_36726_9-22-2009_1712779747.pdf
RN102291663,79783,12-19-2006,data/MAERT/RN102291663_79783_12-19-2006_1712814165.pdf
RN100214337,5404,7-31-1997,data/MAERT/RN100214337_5404_7-31-1997_1713715774.pdf
RN100614528,78281,2-1-2007,data/MAERT/RN100614528_78281_2-1-2007_1712987992.pdf
RN102533924,25935,4-30-2014,data/MAERT/RN102533924_25935_4-30-2014_1712800812.pdf
RN100578368,39567,7-30-2009,data/MAERT/RN100578368_39567_7-30-2009_1711276425.pdf
RN102079662,20176,4-16-1998,data/MAERT/RN102079662_20176_4-16-1998_1711946144.pdf
RN100225879,4673B,10-5-2006,data/MAERT/RN100225879_4673B_10-5-2006_1712629167.pdf
RN100209287,5421,9-13-2010,data/MAERT/RN100209287_5421_9-13-2010_1712671929.pdf
RN101923506,19095,5-11-2012,data/MAERT/RN101923506_19095_5-11-2012_1711360493.pdf
RN100564210,22366,6-1-2017,data/MAERT/RN100564210_22366_6-1-2017_1713042807.pdf
RN102495421,44278,10-19-2017,data/MAERT/RN102495421_44278_10-19-2017_1713732248.pdf
RN100219393,56696,6-15-2017,data/MAERT/RN100219393_56696_6-15-2017_1712717243.pdf
RN106038946,152787,9-23-2019,data/MAERT/RN106038946_152787_9-23-2019_1713056749.pdf
RN100224815,2366,11-22-1999,data/MAERT/RN100224815_2366_11-22-1999_1712433686.pdf
RN102155975,1090,6-12-1998,data/MAERT/RN102155975_1090_6-12-1998_1713400410.pdf
RN100218973,140763,9-29-2022,data/MAERT/RN100218973_140763_9-29-2022_1711191888.pdf
RN110541471,163342L001,3-12-2021,data/MAERT/RN110541471_163342L001_3-12-2021_1711118590.pdf
RN100218056,21071,4-23-1992,data/MAERT/RN100218056_21071_4-23-1992_1711882854.pdf
RN102614617,37204,10-29-2018,data/MAERT/RN102614617_37204_10-29-2018_1714025092.pdf
RN101980217,21670,12-27-2010,data/MAERT/RN101980217_21670_12-27-2010_1711366828.pdf
RN100223569,26131,8-21-2023,data/MAERT/RN100223569_26131_8-21-2023_1712613042.pdf
RN104409941,73346,4-5-2005,data/MAERT/RN104409941_73346_4-5-2005_1711990294.pdf
RN102344355,3619,5-19-1999,data/MAERT/RN102344355_3619_5-19-1999_1712536391.pdf
RN100210806,1078,12-6-1999,data/MAERT/RN100210806_1078_12-6-1999_1711946373.pdf
RN100216704,6754A,10-16-2019,data/MAERT/RN100216704_6754A_10-16-2019_1711947513.pdf
RN102308632,48332,7-26-2012,data/MAERT/RN102308632_48332_7-26-2012_1712967605.pdf
RN100222900,101616,2-5-2021,data/MAERT/RN100222900_101616_2-5-2021_1713502977.pdf
RN102450756,49138,2-22-2011,data/MAERT/RN102450756_49138_2-22-2011_1712042912.pdf
RN105975981,93264,10-8-2014,data/MAERT/RN105975981_93264_10-8-2014_1711124511.pdf
RN101941698,21310,3-1-2007,data/MAERT/RN101941698_21310_3-1-2007_1712117609.pdf
RN102940210,52892,2-13-2003,data/MAERT/RN102940210_52892_2-13-2003_1712004330.pdf
RN102935327,20587,2-20-2019,data/MAERT/RN102935327_20587_2-20-2019_1711988735.pdf
RN102560372,6414,12-6-1994,data/MAERT/RN102560372_6414_12-6-1994_1712358396.pdf
RN105473581,84289,8-22-2014,data/MAERT/RN105473581_84289_8-22-2014_1713847333.pdf
RN104085717,70410L001,4-5-2005,data/MAERT/RN104085717_70410L001_4-5-2005_1711278949.pdf
RN100224435,18553,7-3-2014,data/MAERT/RN100224435_18553_7-3-2014_1711925635.pdf
RN100825371,105810,8-29-2014,data/MAERT/RN100825371_105810_8-29-2014_1714025463.pdf
RN101271419,56613,12-8-2008,data/MAERT/RN101271419_56613_12-8-2008_1712221438.pdf
RN101867554,19123,3-23-2007,data/MAERT/RN101867554_19123_3-23-2007_1711193960.pdf
RN100728179,43652,9-24-2021,data/MAERT/RN100728179_43652_9-24-2021_1712880496.pdf
RN104706536,89807,4-8-2010,data/MAERT/RN104706536_89807_4-8-2010_1712341610.pdf
RN100224674,3855B,4-29-2022,data/MAERT/RN100224674_3855B_4-29-2022_1711946721.pdf
RN100215961,20814,4-25-2011,data/MAERT/RN100215961_20814_4-25-2011_1713123182.pdf
RN102176112,24746,11-7-2013,data/MAERT/RN102176112_24746_11-7-2013_1713394020.pdf
RN100848720,20200,5-31-2018,data/MAERT/RN100848720_20200_5-31-2018_1712512634.pdf
RN108962549,147579L001,2-20-2018,data/MAERT/RN108962549_147579L001_2-20-2018_1713672840.pdf
RN104282611,151969,11-8-2019,data/MAERT/RN104282611_151969_11-8-2019_1711116450.pdf
RN103944773,79695L001,12-28-2006,data/MAERT/RN103944773_79695L001_12-28-2006_1711390674.pdf
RN100237452,2193,1-31-2019,data/MAERT/RN100237452_2193_1-31-2019_1713682566.pdf
RN101612083,24538,4-15-2014,data/MAERT/RN101612083_24538_4-15-2014_1712169746.pdf
RN102432341,17898,5-23-2003,data/MAERT/RN102432341_17898_5-23-2003_1713008887.pdf
RN107425340,121051,10-27-2015,data/MAERT/RN107425340_121051_10-27-2015_1713115967.pdf
RN102190550,20899,4-19-1996,data/MAERT/RN102190550_20899_4-19-1996_1711109037.pdf
RN102548674,49144,12-13-2019,data/MAERT/RN102548674_49144_12-13-2019_1712615880.pdf
RN100209931,2005,7-7-1997,data/MAERT/RN100209931_2005_7-7-1997_1714026712.pdf
RN101923506,19095,11-8-2013,data/MAERT/RN101923506_19095_11-8-2013_1711360493.pdf
RN100542844,18838,11-6-2003,data/MAERT/RN100542844_18838_11-6-2003_1712042973.pdf
RN106032675,94049,1-17-2020,data/MAERT/RN106032675_94049_1-17-2020_1711263614.pdf
RN102888328,5572B,5-29-2004,data/MAERT/RN102888328_5572B_5-29-2004_1711945253.pdf
RN106086689,95018,1-11-2012,data/MAERT/RN106086689_95018_1-11-2012_1713491872.pdf
RN100225085,1834,11-3-2011,data/MAERT/RN100225085_1834_11-3-2011_1711946757.pdf
RN100747104,4182B,5-27-1994,data/MAERT/RN100747104_4182B_5-27-1994_1713240156.pdf
RN100835081,29283,8-27-2021,data/MAERT/RN100835081_29283_8-27-2021_1713934535.pdf
RN102776994,26712,5-30-1995,data/MAERT/RN102776994_26712_5-30-1995_1711369150.pdf
RN100227792,44650,5-31-2011,data/MAERT/RN100227792_44650_5-31-2011_1712627522.pdf
RN102838935,165151,8-27-2021,data/MAERT/RN102838935_165151_8-27-2021_1713908504.pdf
RN101701654,PSDTX847,9-5-1995,data/MAERT/RN101701654_PSDTX847_9-5-1995_1712813755.pdf
RN100825413,8639A,10-16-1995,data/MAERT/RN100825413_8639A_10-16-1995_1712045048.pdf
RN100214386,106965,8-14-2017,data/MAERT/RN100214386_106965_8-14-2017_1712607530.pdf
RN100213487,54241,11-12-2010,data/MAERT/RN100213487_54241_11-12-2010_1713225413.pdf
RN102181526,22321,1-6-1999,data/MAERT/RN102181526_22321_1-6-1999_1711900645.pdf
RN100214626,4707,5-16-1995,data/MAERT/RN100214626_4707_5-16-1995_1713918690.pdf
RN103114096,46053,4-5-2011,data/MAERT/RN103114096_46053_4-5-2011_1711188099.pdf
RN100542802,50607,12-10-2010,data/MAERT/RN100542802_50607_12-10-2010_1713907446.pdf
RN102536836,5970,5-26-2006,data/MAERT/RN102536836_5970_5-26-2006_1712592743.pdf
RN100217918,33987,12-15-2006,data/MAERT/RN100217918_33987_12-15-2006_1714024958.pdf
